HOG,align_pos,gene_name,gene_codon,genome_coords,poly_nucl,poly_aa
Tcm__HOG_23293,71,TCM_01141-RA,41,2_Tcm_b3v08_scaf002742_pos_41228;2_Tcm_b3v08_scaf002742_pos_41229;2_Tcm_b3v08_scaf002742_pos_41230,fixed,fixed
Tcm__HOG_23293,72,TCM_01141-RA,42,2_Tcm_b3v08_scaf002742_pos_41231;2_Tcm_b3v08_scaf002742_pos_41232;2_Tcm_b3v08_scaf002742_pos_41233,fixed,fixed
Tcm__HOG_23293,73,TCM_01141-RA,43,2_Tcm_b3v08_scaf002742_pos_41234;2_Tcm_b3v08_scaf002742_pos_41235;2_Tcm_b3v08_scaf002742_pos_41236,fixed,fixed
Tcm__HOG_23293,74,TCM_01141-RA,44,2_Tcm_b3v08_scaf002742_pos_41237;2_Tcm_b3v08_scaf002742_pos_41238;2_Tcm_b3v08_scaf002742_pos_41239,fixed,fixed
Tcm__HOG_23293,75,TCM_01141-RA,45,2_Tcm_b3v08_scaf002742_pos_41240;2_Tcm_b3v08_scaf002742_pos_41241;2_Tcm_b3v08_scaf002742_pos_41242,fixed,fixed
Tcm__HOG_23293,76,TCM_01141-RA,46,2_Tcm_b3v08_scaf002742_pos_41243;2_Tcm_b3v08_scaf002742_pos_41244;2_Tcm_b3v08_scaf002742_pos_41245,fixed,fixed
Tcm__HOG_23293,86,TCM_01141-RA,56,2_Tcm_b3v08_scaf002742_pos_41273;2_Tcm_b3v08_scaf002742_pos_41274;2_Tcm_b3v08_scaf002742_pos_41275,fixed,fixed
Tcm__HOG_23293,1130,TCM_01141-RA,410,2_Tcm_b3v08_scaf002742_pos_48019;2_Tcm_b3v08_scaf002742_pos_48020;2_Tcm_b3v08_scaf002742_pos_48021,fixed,fixed
Tcm__HOG_2332,825,TCM_13411-RA,113,2_Tcm_b3v08_scaf016069_pos_552;2_Tcm_b3v08_scaf016069_pos_553;2_Tcm_b3v08_scaf016069_pos_554,fixed,fixed
Tcm__HOG_23630,456,TCM_14067-RA,2,2_Tcm_b3v08_scaf030242_pos_143;2_Tcm_b3v08_scaf030242_pos_144;2_Tcm_b3v08_scaf030242_pos_145,fixed,fixed
Tcm__HOG_23677,688,TCM_03115-RA,91,2_Tcm_b3v08_scaf003338_pos_74248;2_Tcm_b3v08_scaf003338_pos_74247;2_Tcm_b3v08_scaf003338_pos_74246,fixed,fixed
Tcm__HOG_23677,689,TCM_03115-RA,92,2_Tcm_b3v08_scaf003338_pos_74245;2_Tcm_b3v08_scaf003338_pos_74244;2_Tcm_b3v08_scaf003338_pos_74243,fixed,fixed
Tcm__HOG_23677,722,TCM_03115-RA,125,2_Tcm_b3v08_scaf003338_pos_53219;2_Tcm_b3v08_scaf003338_pos_53218;2_Tcm_b3v08_scaf003338_pos_53217,fixed,fixed
Tcm__HOG_23677,771,TCM_03115-RA,174,2_Tcm_b3v08_scaf003338_pos_47633;2_Tcm_b3v08_scaf003338_pos_47632;2_Tcm_b3v08_scaf003338_pos_47631,fixed,fixed
Tcm__HOG_23677,772,TCM_03115-RA,175,2_Tcm_b3v08_scaf003338_pos_47630;2_Tcm_b3v08_scaf003338_pos_47629;2_Tcm_b3v08_scaf003338_pos_47628,fixed,fixed
Tcm__HOG_23677,773,TCM_03115-RA,176,2_Tcm_b3v08_scaf003338_pos_47627;2_Tcm_b3v08_scaf003338_pos_47626;2_Tcm_b3v08_scaf003338_pos_47625,fixed,fixed
Tcm__HOG_23677,774,TCM_03115-RA,177,2_Tcm_b3v08_scaf003338_pos_47624;2_Tcm_b3v08_scaf003338_pos_47623;2_Tcm_b3v08_scaf003338_pos_47622,fixed,fixed
Tcm__HOG_23677,775,TCM_03115-RA,178,2_Tcm_b3v08_scaf003338_pos_47621;2_Tcm_b3v08_scaf003338_pos_47620;2_Tcm_b3v08_scaf003338_pos_47619,fixed,fixed
Tcm__HOG_23677,777,TCM_03115-RA,180,2_Tcm_b3v08_scaf003338_pos_47615;2_Tcm_b3v08_scaf003338_pos_47614;2_Tcm_b3v08_scaf003338_pos_47613,fixed,fixed
Tcm__HOG_23677,782,TCM_03115-RA,185,2_Tcm_b3v08_scaf003338_pos_47600;2_Tcm_b3v08_scaf003338_pos_47599;2_Tcm_b3v08_scaf003338_pos_47598,fixed,fixed
Tcm__HOG_23677,783,TCM_03115-RA,186,2_Tcm_b3v08_scaf003338_pos_47597;2_Tcm_b3v08_scaf003338_pos_47596;2_Tcm_b3v08_scaf003338_pos_47595,fixed,fixed
Tcm__HOG_23677,784,TCM_03115-RA,187,2_Tcm_b3v08_scaf003338_pos_47594;2_Tcm_b3v08_scaf003338_pos_47593;2_Tcm_b3v08_scaf003338_pos_47592,fixed,fixed
Tcm__HOG_23677,786,TCM_03115-RA,189,2_Tcm_b3v08_scaf003338_pos_47588;2_Tcm_b3v08_scaf003338_pos_47587;2_Tcm_b3v08_scaf003338_pos_47586,fixed,fixed
Tcm__HOG_23677,787,TCM_03115-RA,190,2_Tcm_b3v08_scaf003338_pos_47585;2_Tcm_b3v08_scaf003338_pos_47584;2_Tcm_b3v08_scaf003338_pos_47583,fixed,fixed
Tcm__HOG_23677,789,TCM_03115-RA,192,2_Tcm_b3v08_scaf003338_pos_47579;2_Tcm_b3v08_scaf003338_pos_47578;2_Tcm_b3v08_scaf003338_pos_47577,fixed,fixed
Tcm__HOG_23677,790,TCM_03115-RA,193,2_Tcm_b3v08_scaf003338_pos_47576;2_Tcm_b3v08_scaf003338_pos_47575;2_Tcm_b3v08_scaf003338_pos_47574,fixed,fixed
Tcm__HOG_23677,791,TCM_03115-RA,194,2_Tcm_b3v08_scaf003338_pos_47573;2_Tcm_b3v08_scaf003338_pos_47572;2_Tcm_b3v08_scaf003338_pos_47571,fixed,fixed
Tcm__HOG_23677,792,TCM_03115-RA,195,2_Tcm_b3v08_scaf003338_pos_47570;2_Tcm_b3v08_scaf003338_pos_47569;2_Tcm_b3v08_scaf003338_pos_47568,fixed,fixed
Tcm__HOG_23677,793,TCM_03115-RA,196,2_Tcm_b3v08_scaf003338_pos_47567;2_Tcm_b3v08_scaf003338_pos_47566;2_Tcm_b3v08_scaf003338_pos_47565,fixed,fixed
Tcm__HOG_23677,794,TCM_03115-RA,197,2_Tcm_b3v08_scaf003338_pos_47564;2_Tcm_b3v08_scaf003338_pos_46157;2_Tcm_b3v08_scaf003338_pos_46156,fixed,fixed
Tcm__HOG_23677,1091,TCM_03115-RA,494,2_Tcm_b3v08_scaf003338_pos_12493;2_Tcm_b3v08_scaf003338_pos_12492;2_Tcm_b3v08_scaf003338_pos_12491,fixed,fixed
Tcm__HOG_23677,1092,TCM_03115-RA,495,2_Tcm_b3v08_scaf003338_pos_12490;2_Tcm_b3v08_scaf003338_pos_12489;2_Tcm_b3v08_scaf003338_pos_12488,fixed,fixed
Tcm__HOG_23679,1488,TCM_04791-RA,1260,2_Tcm_b3v08_scaf000308_pos_1338;2_Tcm_b3v08_scaf000308_pos_1337;2_Tcm_b3v08_scaf000308_pos_1336,fixed,fixed
Tcm__HOG_23679,1490,TCM_04791-RA,1262,2_Tcm_b3v08_scaf000308_pos_1332;2_Tcm_b3v08_scaf000308_pos_1331;2_Tcm_b3v08_scaf000308_pos_1330,fixed,fixed
Tcm__HOG_24291,85,TCM_08379-RA,3,2_Tcm_b3v08_scaf004413_pos_55615;2_Tcm_b3v08_scaf004413_pos_55614;2_Tcm_b3v08_scaf004413_pos_55613,fixed,fixed
Tcm__HOG_24291,87,TCM_08379-RA,5,2_Tcm_b3v08_scaf004413_pos_55609;2_Tcm_b3v08_scaf004413_pos_55608;2_Tcm_b3v08_scaf004413_pos_55607,fixed,fixed
Tcm__HOG_2766,90,TCM_09994-RA,65,2_Tcm_b3v08_scaf006308_pos_12293;2_Tcm_b3v08_scaf006308_pos_12294;2_Tcm_b3v08_scaf006308_pos_12295,fixed,fixed
Tcm__HOG_2766,91,TCM_09994-RA,66,2_Tcm_b3v08_scaf006308_pos_12296;2_Tcm_b3v08_scaf006308_pos_12297;2_Tcm_b3v08_scaf006308_pos_12298,fixed,fixed
Tcm__HOG_2766,92,TCM_09994-RA,67,2_Tcm_b3v08_scaf006308_pos_12299;2_Tcm_b3v08_scaf006308_pos_12300;2_Tcm_b3v08_scaf006308_pos_12301,fixed,fixed
Tcm__HOG_3003,777,TCM_10694-RA,57,2_Tcm_b3v08_scaf008632_pos_13650;2_Tcm_b3v08_scaf008632_pos_13649;2_Tcm_b3v08_scaf008632_pos_13648,fixed,fixed
Tcm__HOG_3003,786,TCM_10694-RA,66,2_Tcm_b3v08_scaf008632_pos_13623;2_Tcm_b3v08_scaf008632_pos_13622;2_Tcm_b3v08_scaf008632_pos_13621,fixed,fixed
Tcm__HOG_3003,957,TCM_10694-RA,158,2_Tcm_b3v08_scaf008632_pos_1080;2_Tcm_b3v08_scaf008632_pos_1079;2_Tcm_b3v08_scaf008632_pos_1078,fixed,fixed
Tcm__HOG_3003,958,TCM_10694-RA,159,2_Tcm_b3v08_scaf008632_pos_1077;2_Tcm_b3v08_scaf008632_pos_1076;2_Tcm_b3v08_scaf008632_pos_1075,fixed,fixed
Tcm__HOG_3003,975,TCM_10694-RA,176,2_Tcm_b3v08_scaf008632_pos_1026;2_Tcm_b3v08_scaf008632_pos_1025;2_Tcm_b3v08_scaf008632_pos_1024,fixed,fixed
Tcm__HOG_3003,976,TCM_10694-RA,177,2_Tcm_b3v08_scaf008632_pos_1023;2_Tcm_b3v08_scaf008632_pos_1022;2_Tcm_b3v08_scaf008632_pos_1021,fixed,fixed
Tcm__HOG_3003,977,TCM_10694-RA,178,2_Tcm_b3v08_scaf008632_pos_1020;2_Tcm_b3v08_scaf008632_pos_1019;2_Tcm_b3v08_scaf008632_pos_1018,fixed,fixed
Tcm__HOG_3921,203,TCM_05612-RA,3,2_Tcm_b3v08_scaf001087_pos_100499;2_Tcm_b3v08_scaf001087_pos_100498;2_Tcm_b3v08_scaf001087_pos_100497,fixed,fixed
Tcm__HOG_3921,250,TCM_05612-RA,50,2_Tcm_b3v08_scaf001087_pos_91487;2_Tcm_b3v08_scaf001087_pos_91486;2_Tcm_b3v08_scaf001087_pos_91485,poly,poly
Tcm__HOG_4046,2,TCM_07724-RA,2,2_Tcm_b3v08_scaf003346_pos_35830;2_Tcm_b3v08_scaf003346_pos_35829;2_Tcm_b3v08_scaf003346_pos_35828,fixed,fixed
Tcm__HOG_4046,3,TCM_07724-RA,3,2_Tcm_b3v08_scaf003346_pos_35827;2_Tcm_b3v08_scaf003346_pos_35826;2_Tcm_b3v08_scaf003346_pos_35825,fixed,fixed
Tcm__HOG_414,375,TCM_11075-RA,174,2_Tcm_b3v08_scaf012534_pos_4142;2_Tcm_b3v08_scaf012534_pos_4141;2_Tcm_b3v08_scaf012534_pos_4140,fixed,fixed
Tcm__HOG_414,376,TCM_11075-RA,175,2_Tcm_b3v08_scaf012534_pos_4139;2_Tcm_b3v08_scaf012534_pos_3826;2_Tcm_b3v08_scaf012534_pos_3825,fixed,fixed
Tcm__HOG_414,378,TCM_11075-RA,177,2_Tcm_b3v08_scaf012534_pos_3821;2_Tcm_b3v08_scaf012534_pos_3820;2_Tcm_b3v08_scaf012534_pos_3819,fixed,fixed
Tcm__HOG_414,380,TCM_11075-RA,179,2_Tcm_b3v08_scaf012534_pos_3815;2_Tcm_b3v08_scaf012534_pos_3814;2_Tcm_b3v08_scaf012534_pos_3813,fixed,fixed
Tcm__HOG_4304,2,TCM_04243-RA,2,2_Tcm_b3v08_scaf001569_pos_29504;2_Tcm_b3v08_scaf001569_pos_29503;2_Tcm_b3v08_scaf001569_pos_29055,fixed,fixed
Tcm__HOG_4304,153,TCM_04243-RA,114,2_Tcm_b3v08_scaf001569_pos_21125;2_Tcm_b3v08_scaf001569_pos_20560;2_Tcm_b3v08_scaf001569_pos_20559,fixed,fixed
Tcm__HOG_4304,155,TCM_04243-RA,116,2_Tcm_b3v08_scaf001569_pos_20555;2_Tcm_b3v08_scaf001569_pos_20554;2_Tcm_b3v08_scaf001569_pos_20553,fixed,fixed
Tcm__HOG_4326,660,TCM_03161-RA,429,2_Tcm_b3v08_scaf002241_pos_2839;2_Tcm_b3v08_scaf002241_pos_2838;2_Tcm_b3v08_scaf002241_pos_2837,fixed,fixed
Tcm__HOG_4457,275,TCM_09121-RA,195,2_Tcm_b3v08_scaf006234_pos_21979;2_Tcm_b3v08_scaf006234_pos_21980;2_Tcm_b3v08_scaf006234_pos_21981,fixed,fixed
Tcm__HOG_4457,276,TCM_09121-RA,196,2_Tcm_b3v08_scaf006234_pos_21982;2_Tcm_b3v08_scaf006234_pos_21983;2_Tcm_b3v08_scaf006234_pos_21984,fixed,fixed
Tcm__HOG_4457,277,TCM_09121-RA,197,2_Tcm_b3v08_scaf006234_pos_21985;2_Tcm_b3v08_scaf006234_pos_21986;2_Tcm_b3v08_scaf006234_pos_21987,fixed,fixed
Tcm__HOG_4457,279,TCM_09121-RA,199,2_Tcm_b3v08_scaf006234_pos_21991;2_Tcm_b3v08_scaf006234_pos_21992;2_Tcm_b3v08_scaf006234_pos_21993,fixed,fixed
Tcm__HOG_4457,280,TCM_09121-RA,200,2_Tcm_b3v08_scaf006234_pos_21994;2_Tcm_b3v08_scaf006234_pos_21995;2_Tcm_b3v08_scaf006234_pos_21996,fixed,fixed
Tcm__HOG_4457,281,TCM_09121-RA,201,2_Tcm_b3v08_scaf006234_pos_21997;2_Tcm_b3v08_scaf006234_pos_21998;2_Tcm_b3v08_scaf006234_pos_21999,fixed,fixed
Tcm__HOG_4457,282,TCM_09121-RA,202,2_Tcm_b3v08_scaf006234_pos_22000;2_Tcm_b3v08_scaf006234_pos_22001;2_Tcm_b3v08_scaf006234_pos_22002,fixed,fixed
Tcm__HOG_4457,283,TCM_09121-RA,203,2_Tcm_b3v08_scaf006234_pos_22003;2_Tcm_b3v08_scaf006234_pos_22004;2_Tcm_b3v08_scaf006234_pos_22005,fixed,fixed
Tcm__HOG_4875,535,TCM_00727-RA,189,2_Tcm_b3v08_scaf001237_pos_53090;2_Tcm_b3v08_scaf001237_pos_53091;2_Tcm_b3v08_scaf001237_pos_53092,fixed,fixed
Tcm__HOG_4875,536,TCM_00727-RA,190,2_Tcm_b3v08_scaf001237_pos_53093;2_Tcm_b3v08_scaf001237_pos_53094;2_Tcm_b3v08_scaf001237_pos_53095,fixed,fixed
Tcm__HOG_4875,540,TCM_00727-RA,193,2_Tcm_b3v08_scaf001237_pos_53102;2_Tcm_b3v08_scaf001237_pos_53103;2_Tcm_b3v08_scaf001237_pos_53104,fixed,fixed
Tcm__HOG_4875,542,TCM_00727-RA,195,2_Tcm_b3v08_scaf001237_pos_53108;2_Tcm_b3v08_scaf001237_pos_53109;2_Tcm_b3v08_scaf001237_pos_53110,fixed,fixed
Tcm__HOG_4875,640,TCM_00727-RA,274,2_Tcm_b3v08_scaf001237_pos_56579;2_Tcm_b3v08_scaf001237_pos_56580;2_Tcm_b3v08_scaf001237_pos_56581,fixed,fixed
Tcm__HOG_4875,641,TCM_00727-RA,275,2_Tcm_b3v08_scaf001237_pos_56582;2_Tcm_b3v08_scaf001237_pos_56583;2_Tcm_b3v08_scaf001237_pos_56584,fixed,fixed
Tcm__HOG_490,186,TCM_06718-RA,39,2_Tcm_b3v08_scaf003509_pos_3108;2_Tcm_b3v08_scaf003509_pos_3109;2_Tcm_b3v08_scaf003509_pos_3110,fixed,fixed
Tcm__HOG_490,187,TCM_06718-RA,40,2_Tcm_b3v08_scaf003509_pos_3111;2_Tcm_b3v08_scaf003509_pos_3112;2_Tcm_b3v08_scaf003509_pos_3113,fixed,fixed
Tcm__HOG_4906,93,TCM_01949-RA,42,2_Tcm_b3v08_scaf000757_pos_18711;2_Tcm_b3v08_scaf000757_pos_18712;2_Tcm_b3v08_scaf000757_pos_18713,poly,fixed
Tcm__HOG_4906,95,TCM_01949-RA,44,2_Tcm_b3v08_scaf000757_pos_18717;2_Tcm_b3v08_scaf000757_pos_18718;2_Tcm_b3v08_scaf000757_pos_18719,fixed,fixed
Tcm__HOG_5147,451,TCM_01720-RA,241,2_Tcm_b3v08_scaf000918_pos_161985;2_Tcm_b3v08_scaf000918_pos_161986;2_Tcm_b3v08_scaf000918_pos_161987,fixed,fixed
Tcm__HOG_5147,452,TCM_01720-RA,242,2_Tcm_b3v08_scaf000918_pos_161988;2_Tcm_b3v08_scaf000918_pos_161989;2_Tcm_b3v08_scaf000918_pos_161990,fixed,fixed
Tcm__HOG_5147,453,TCM_01720-RA,243,2_Tcm_b3v08_scaf000918_pos_161991;2_Tcm_b3v08_scaf000918_pos_161992;2_Tcm_b3v08_scaf000918_pos_161993,fixed,fixed
Tcm__HOG_5147,454,TCM_01720-RA,244,2_Tcm_b3v08_scaf000918_pos_161994;2_Tcm_b3v08_scaf000918_pos_161995;2_Tcm_b3v08_scaf000918_pos_161996,fixed,fixed
Tcm__HOG_5447,719,TCM_05325-RA,5,2_Tcm_b3v08_scaf003529_pos_72525;2_Tcm_b3v08_scaf003529_pos_72524;2_Tcm_b3v08_scaf003529_pos_72523,fixed,fixed
Tcm__HOG_5748,2,TCM_04435-RA,2,2_Tcm_b3v08_scaf001773_pos_98767;2_Tcm_b3v08_scaf001773_pos_98766;2_Tcm_b3v08_scaf001773_pos_98765,fixed,fixed
Tcm__HOG_5748,4,TCM_04435-RA,4,2_Tcm_b3v08_scaf001773_pos_98761;2_Tcm_b3v08_scaf001773_pos_98760;2_Tcm_b3v08_scaf001773_pos_98759,fixed,fixed
Tcm__HOG_637,284,TCM_09564-RA,253,2_Tcm_b3v08_scaf005215_pos_23346;2_Tcm_b3v08_scaf005215_pos_23347;2_Tcm_b3v08_scaf005215_pos_23348,fixed,fixed
Tcm__HOG_679,1577,TCM_03706-RA,575,2_Tcm_b3v08_scaf000986_pos_108772;2_Tcm_b3v08_scaf000986_pos_108773;2_Tcm_b3v08_scaf000986_pos_108774,fixed,fixed
Tcm__HOG_679,1578,TCM_03706-RA,576,2_Tcm_b3v08_scaf000986_pos_108775;2_Tcm_b3v08_scaf000986_pos_108776;2_Tcm_b3v08_scaf000986_pos_108777,fixed,fixed
Tcm__HOG_7058,280,TCM_10429-RA,31,2_Tcm_b3v08_scaf005970_pos_34483;2_Tcm_b3v08_scaf005970_pos_34482;2_Tcm_b3v08_scaf005970_pos_34481,fixed,fixed
Tcm__HOG_7058,284,TCM_10429-RA,35,2_Tcm_b3v08_scaf005970_pos_34471;2_Tcm_b3v08_scaf005970_pos_34470;2_Tcm_b3v08_scaf005970_pos_34469,fixed,fixed
Tcm__HOG_7058,285,TCM_10429-RA,36,2_Tcm_b3v08_scaf005970_pos_34468;2_Tcm_b3v08_scaf005970_pos_34467;2_Tcm_b3v08_scaf005970_pos_34466,fixed,fixed
Tcm__HOG_7058,292,TCM_10429-RA,41,2_Tcm_b3v08_scaf005970_pos_34453;2_Tcm_b3v08_scaf005970_pos_34452;2_Tcm_b3v08_scaf005970_pos_34451,fixed,fixed
Tcm__HOG_7058,293,TCM_10429-RA,42,2_Tcm_b3v08_scaf005970_pos_34450;2_Tcm_b3v08_scaf005970_pos_34449;2_Tcm_b3v08_scaf005970_pos_34448,fixed,fixed
Tcm__HOG_7058,294,TCM_10429-RA,43,2_Tcm_b3v08_scaf005970_pos_34447;2_Tcm_b3v08_scaf005970_pos_34446;2_Tcm_b3v08_scaf005970_pos_34445,fixed,fixed
Tcm__HOG_7058,295,TCM_10429-RA,44,2_Tcm_b3v08_scaf005970_pos_34444;2_Tcm_b3v08_scaf005970_pos_34443;2_Tcm_b3v08_scaf005970_pos_34442,fixed,fixed
Tcm__HOG_7058,297,TCM_10429-RA,46,2_Tcm_b3v08_scaf005970_pos_34438;2_Tcm_b3v08_scaf005970_pos_34437;2_Tcm_b3v08_scaf005970_pos_34436,fixed,fixed
Tcm__HOG_7058,298,TCM_10429-RA,47,2_Tcm_b3v08_scaf005970_pos_34435;2_Tcm_b3v08_scaf005970_pos_34434;2_Tcm_b3v08_scaf005970_pos_34433,fixed,fixed
Tcm__HOG_7058,299,TCM_10429-RA,48,2_Tcm_b3v08_scaf005970_pos_34432;2_Tcm_b3v08_scaf005970_pos_34431;2_Tcm_b3v08_scaf005970_pos_34430,fixed,fixed
Tcm__HOG_7058,300,TCM_10429-RA,49,2_Tcm_b3v08_scaf005970_pos_34429;2_Tcm_b3v08_scaf005970_pos_34428;2_Tcm_b3v08_scaf005970_pos_34427,fixed,fixed
Tcm__HOG_7058,301,TCM_10429-RA,50,2_Tcm_b3v08_scaf005970_pos_34426;2_Tcm_b3v08_scaf005970_pos_34425;2_Tcm_b3v08_scaf005970_pos_34424,fixed,fixed
Tcm__HOG_7058,302,TCM_10429-RA,51,2_Tcm_b3v08_scaf005970_pos_34423;2_Tcm_b3v08_scaf005970_pos_34422;2_Tcm_b3v08_scaf005970_pos_34421,fixed,fixed
Tcm__HOG_7058,303,TCM_10429-RA,52,2_Tcm_b3v08_scaf005970_pos_34420;2_Tcm_b3v08_scaf005970_pos_34419;2_Tcm_b3v08_scaf005970_pos_34418,fixed,fixed
Tcm__HOG_7058,304,TCM_10429-RA,53,2_Tcm_b3v08_scaf005970_pos_34417;2_Tcm_b3v08_scaf005970_pos_34416;2_Tcm_b3v08_scaf005970_pos_34415,fixed,fixed
Tcm__HOG_7058,305,TCM_10429-RA,54,2_Tcm_b3v08_scaf005970_pos_34414;2_Tcm_b3v08_scaf005970_pos_34413;2_Tcm_b3v08_scaf005970_pos_34412,fixed,fixed
Tcm__HOG_7058,309,TCM_10429-RA,58,2_Tcm_b3v08_scaf005970_pos_34402;2_Tcm_b3v08_scaf005970_pos_34401;2_Tcm_b3v08_scaf005970_pos_34400,fixed,fixed
Tcm__HOG_7058,310,TCM_10429-RA,59,2_Tcm_b3v08_scaf005970_pos_34399;2_Tcm_b3v08_scaf005970_pos_34398;2_Tcm_b3v08_scaf005970_pos_34397,fixed,fixed
Tcm__HOG_7058,311,TCM_10429-RA,60,2_Tcm_b3v08_scaf005970_pos_34396;2_Tcm_b3v08_scaf005970_pos_34395;2_Tcm_b3v08_scaf005970_pos_34394,fixed,fixed
Tcm__HOG_7058,312,TCM_10429-RA,61,2_Tcm_b3v08_scaf005970_pos_34393;2_Tcm_b3v08_scaf005970_pos_34392;2_Tcm_b3v08_scaf005970_pos_34391,fixed,fixed
Tcm__HOG_7058,314,TCM_10429-RA,63,2_Tcm_b3v08_scaf005970_pos_34387;2_Tcm_b3v08_scaf005970_pos_34386;2_Tcm_b3v08_scaf005970_pos_34385,fixed,fixed
Tcm__HOG_7058,317,TCM_10429-RA,66,2_Tcm_b3v08_scaf005970_pos_34378;2_Tcm_b3v08_scaf005970_pos_34377;2_Tcm_b3v08_scaf005970_pos_34376,fixed,fixed
Tcm__HOG_7058,318,TCM_10429-RA,67,2_Tcm_b3v08_scaf005970_pos_34375;2_Tcm_b3v08_scaf005970_pos_34374;2_Tcm_b3v08_scaf005970_pos_34373,fixed,fixed
Tcm__HOG_7058,319,TCM_10429-RA,68,2_Tcm_b3v08_scaf005970_pos_34372;2_Tcm_b3v08_scaf005970_pos_34371;2_Tcm_b3v08_scaf005970_pos_34370,fixed,fixed
Tcm__HOG_7058,320,TCM_10429-RA,69,2_Tcm_b3v08_scaf005970_pos_29160;2_Tcm_b3v08_scaf005970_pos_29159;2_Tcm_b3v08_scaf005970_pos_29158,fixed,fixed
Tcm__HOG_7058,331,TCM_10429-RA,80,2_Tcm_b3v08_scaf005970_pos_29127;2_Tcm_b3v08_scaf005970_pos_29126;2_Tcm_b3v08_scaf005970_pos_29125,fixed,fixed
Tcm__HOG_7058,419,TCM_10429-RA,162,2_Tcm_b3v08_scaf005970_pos_26625;2_Tcm_b3v08_scaf005970_pos_26624;2_Tcm_b3v08_scaf005970_pos_26623,fixed,fixed
Tcm__HOG_11406,1003,TCM_00165-RA,725,2_Tcm_b3v08_scaf000052_pos_88501;2_Tcm_b3v08_scaf000052_pos_88500;2_Tcm_b3v08_scaf000052_pos_88499,fixed,fixed
Tcm__HOG_11406,1004,TCM_00165-RA,726,2_Tcm_b3v08_scaf000052_pos_88498;2_Tcm_b3v08_scaf000052_pos_88497;2_Tcm_b3v08_scaf000052_pos_88496,fixed,fixed
Tcm__HOG_11406,1005,TCM_00165-RA,727,2_Tcm_b3v08_scaf000052_pos_88495;2_Tcm_b3v08_scaf000052_pos_88494;2_Tcm_b3v08_scaf000052_pos_88493,fixed,fixed
Tcm__HOG_115,758,TCM_00986-RA,270,2_Tcm_b3v08_scaf000160_pos_12731;2_Tcm_b3v08_scaf000160_pos_12732;2_Tcm_b3v08_scaf000160_pos_12733,fixed,fixed
Tcm__HOG_11725,669,TCM_03364-RA,385,2_Tcm_b3v08_scaf001594_pos_97542;2_Tcm_b3v08_scaf001594_pos_97543;2_Tcm_b3v08_scaf001594_pos_97544,fixed,fixed
Tcm__HOG_11725,671,TCM_03364-RA,387,2_Tcm_b3v08_scaf001594_pos_97548;2_Tcm_b3v08_scaf001594_pos_97549;2_Tcm_b3v08_scaf001594_pos_97550,fixed,fixed
Tcm__HOG_12169,699,TCM_07720-RA,362,2_Tcm_b3v08_scaf004952_pos_38084;2_Tcm_b3v08_scaf004952_pos_38085;2_Tcm_b3v08_scaf004952_pos_38086,fixed,fixed
Tcm__HOG_13054,977,TCM_01560-RA,404,2_Tcm_b3v08_scaf002116_pos_101344;2_Tcm_b3v08_scaf002116_pos_101343;2_Tcm_b3v08_scaf002116_pos_101342,fixed,fixed
Tcm__HOG_13054,1057,TCM_01560-RA,405,2_Tcm_b3v08_scaf002116_pos_101341;2_Tcm_b3v08_scaf002116_pos_101340;2_Tcm_b3v08_scaf002116_pos_100488,fixed,fixed
Tcm__HOG_13054,1902,TCM_01560-RA,1134,2_Tcm_b3v08_scaf002116_pos_84877;2_Tcm_b3v08_scaf002116_pos_84876;2_Tcm_b3v08_scaf002116_pos_84875,fixed,fixed
Tcm__HOG_13197,510,TCM_05278-RA,289,2_Tcm_b3v08_scaf002230_pos_37449;2_Tcm_b3v08_scaf002230_pos_37448;2_Tcm_b3v08_scaf002230_pos_37447,fixed,fixed
Tcm__HOG_1557,193,TCM_10673-RA,171,2_Tcm_b3v08_scaf006568_pos_68;2_Tcm_b3v08_scaf006568_pos_67;2_Tcm_b3v08_scaf006568_pos_66,fixed,fixed
Tcm__HOG_1557,197,TCM_10673-RA,175,2_Tcm_b3v08_scaf006568_pos_56;2_Tcm_b3v08_scaf006568_pos_55;2_Tcm_b3v08_scaf006568_pos_54,fixed,fixed
Tcm__HOG_1557,202,TCM_10673-RA,178,2_Tcm_b3v08_scaf006568_pos_47;2_Tcm_b3v08_scaf006568_pos_46;2_Tcm_b3v08_scaf006568_pos_45,fixed,fixed
Tcm__HOG_1557,204,TCM_10673-RA,180,2_Tcm_b3v08_scaf006568_pos_41;2_Tcm_b3v08_scaf006568_pos_40;2_Tcm_b3v08_scaf006568_pos_39,fixed,fixed
Tcm__HOG_1557,205,TCM_10673-RA,181,2_Tcm_b3v08_scaf006568_pos_38;2_Tcm_b3v08_scaf006568_pos_37;2_Tcm_b3v08_scaf006568_pos_36,fixed,fixed
Tcm__HOG_1557,206,TCM_10673-RA,182,2_Tcm_b3v08_scaf006568_pos_35;2_Tcm_b3v08_scaf006568_pos_34;2_Tcm_b3v08_scaf006568_pos_33,fixed,fixed
Tcm__HOG_1557,208,TCM_10673-RA,184,2_Tcm_b3v08_scaf006568_pos_29;2_Tcm_b3v08_scaf006568_pos_28;2_Tcm_b3v08_scaf006568_pos_27,fixed,fixed
