# HOG = Hierarchical orthologous group; sequence name given if present as a one-to-one HOG in at least 3 sister sp pairs (else = NA)
# species codes = Tbi = T. bartmani, Tce = T. cristinae, Tps = T. poppensis, Tcm = T. californicum, Tpa = T. podura, Tte = T. tahoe, Tms = T. monikensis, Tdi = T. douglasi, Tsi = T. shepardi, and Tge = T. genevievae
HOG	Tbi	Tte	Tce	Tms	Tcm	Tsi	Tpa	Tge	Tps	Tdi
HOG_7656	TBI_01359-RA	TTE_01931-RA	TCE_08826-RA	TMS_05196-RA	TCM_14361-RA	TSI_03580-RA	TPA_05044-RA	TGE_04105-RA	TPS_07532-RA	TDI_09112-RA
HOG_5016	TBI_00654-RA	TTE_00279-RA	TCE_01719-RA	TMS_00608-RA	TCM_01279-RA	TSI_00930-RA	TPA_00062-RA	TGE_00143-RA	TPS_00193-RA	TDI_00653-RA
HOG_20619	TBI_12598-RA	TTE_12452-RA	Tce_TRINITY_DN101851_c0_g1::Tce_TRINITY_DN101851_c0_g1_i2::g.15131::m.15131	TMS_03611-RA	TCM_09770-RA	Tsi_TRINITY_DN2588_c0_g2::Tsi_TRINITY_DN2588_c0_g2_i1::g.8948::m.8948	TPA_10811-RA	TGE_11622-RA	Tps_TRINITY_DN93528_c0_g1::Tps_TRINITY_DN93528_c0_g1_i1::g.4398::m.4398	TDI_12549-RA
HOG_2774	TBI_09265-RA	TTE_08983-RA	TCE_03427-RA	TMS_01388-RA	TCM_09161-RA	TSI_05210-RA	TPA_05154-RA	TGE_01578-RA	TPS_07793-RA	TDI_01187-RA
HOG_17781	TBI_05547-RA	TTE_03165-RA	TCE_09709-RA	TMS_06670-RA	TCM_08215-RA	TSI_07131-RA	Tpa_TRINITY_DN142963_c1_g1::Tpa_TRINITY_DN142963_c1_g1_i2::g.4879::m.4879	TGE_07783-RA	Tps_TRINITY_DN94712_c0_g1::Tps_TRINITY_DN94712_c0_g1_i2::g.4161::m.4161	TDI_09737-RA
HOG_16947	TBI_04937-RA	TTE_02948-RA	TCE_01935-RA	TMS_10965-RA	TCM_01994-RA	TSI_02594-RA	TPA_06035-RA	TGE_02274-RB	TPS_00477-RC	TDI_06127-RA
HOG_7791	TBI_12543-RA	TTE_06294-RA	Tce_TRINITY_DN133307_c0_g1::Tce_TRINITY_DN133307_c0_g1_i1::g.25784::m.25784	Tms_TRINITY_DN47857_c0_g1::Tms_TRINITY_DN47857_c0_g1_i1::g.31418::m.31418	Tcm_TRINITY_DN84059_c0_g1::Tcm_TRINITY_DN84059_c0_g1_i1::g.20335::m.20335	TSI_05728-RA	TPA_09083-RA	TGE_11062-RA	TPS_06897-RA	TDI_02994-RA
HOG_16944	TBI_07576-RA	TTE_07254-RB	TCE_03807-RA	TMS_06227-RA	TCM_01874-RA	TSI_01945-RA	TPA_01251-RA	TGE_04831-RB	TPS_04206-RA	TDI_05161-RA
HOG_16943	TBI_00709-RA	TTE_12472-RA	Tce_TRINITY_DN102296_c0_g1::Tce_TRINITY_DN102296_c0_g1_i1::g.9046::m.9046	TMS_07232-RA	Tcm_TRINITY_DN100452_c0_g1::Tcm_TRINITY_DN100452_c0_g1_i1::g.9032::m.9032	Tsi_TRINITY_DN20750_c0_g2::Tsi_TRINITY_DN20750_c0_g2_i1::g.9869::m.9869	TPA_11189-RA	TGE_07495-RA	TPS_03705-RA	Tdi_TRINITY_DN5197_c0_g1::Tdi_TRINITY_DN5197_c0_g1_i1::g.12495::m.12495
HOG_16410	TBI_04806-RA	TTE_03561-RA	TCE_00175-RA	TMS_03102-RA	TCM_03025-RA	TSI_00907-RA	TPA_15692-RA	TGE_01953-RA	TPS_03750-RA	TDI_02822-RA
HOG_17419	TBI_02263-RA	TTE_01908-RA	TCE_03824-RA	TMS_04740-RA	TCM_01384-RA	TSI_02418-RA	TPA_00485-RA	TGE_03666-RA	TPS_01974-RA	TDI_03538-RA
HOG_17144	TBI_00999-RA	TTE_00087-RA	TCE_00593-RA	TMS_00308-RA	TCM_02162-RA	TSI_02248-RA	TPA_08296-RA	TGE_01329-RA	TPS_00273-RC	TDI_02747-RA
HOG_17145	TBI_05536-RA	TTE_05786-RA	TCE_05642-RA	TMS_06723-RA	TCM_05181-RA	TSI_04434-RA	TPA_00121-RA	TGE_05665-RA	TPS_04409-RA	TDI_04743-RA
HOG_17414	TBI_02500-RA	TTE_03470-RA	TCE_01987-RA	TMS_00960-RA	TCM_01815-RA	TSI_01305-RA	TPA_12591-RA	TGE_00998-RA	TPS_01928-RA	TDI_04899-RA
HOG_17147	Tbi_TRINITY_DN51457_c0_g1::Tbi_TRINITY_DN51457_c0_g1_i1::g.12939::m.12939	Tte_TRINITY_DN11044_c0_g2::Tte_TRINITY_DN11044_c0_g2_i1::g.14551::m.14551	TCE_00588-RA	TMS_10512-RA	TCM_05202-RA	Tsi_TRINITY_DN13580_c0_g2::Tsi_TRINITY_DN13580_c0_g2_i2::g.12089::m.12089	Tpa_TRINITY_DN138439_c1_g5::Tpa_TRINITY_DN138439_c1_g5_i2::g.14494::m.14494	Tge_TRINITY_DN36680_c0_g1::Tge_TRINITY_DN36680_c0_g1_i1::g.12137::m.12137	Tps_TRINITY_DN89217_c0_g2::Tps_TRINITY_DN89217_c0_g2_i1::g.10863::m.10863	Tdi_TRINITY_DN12916_c0_g1::Tdi_TRINITY_DN12916_c0_g1_i1::g.11214::m.11214
HOG_17141	TBI_09511-RA	TTE_00340-RA	TCE_05964-RB	TMS_01170-RA	TCM_06350-RA	TSI_00921-RA	TPA_02616-RA	TGE_02304-RA	TPS_01911-RA	TDI_06037-RA
HOG_16949	Tbi_TRINITY_DN71153_c1_g2::Tbi_TRINITY_DN71153_c1_g2_i1::g.11935::m.11935	Tte_TRINITY_DN16535_c0_g1::Tte_TRINITY_DN16535_c0_g1_i1::g.11674::m.11674	Tce_TRINITY_DN97406_c0_g1::Tce_TRINITY_DN97406_c0_g1_i1::g.8598::m.8598	Tms_TRINITY_DN32956_c0_g1::Tms_TRINITY_DN32956_c0_g1_i1::g.8334::m.8334	Tcm_TRINITY_DN100688_c0_g1::Tcm_TRINITY_DN100688_c0_g1_i1::g.4044::m.4044	TSI_08021-RA	Tpa_TRINITY_DN132841_c4_g2::Tpa_TRINITY_DN132841_c4_g2_i2::g.12122::m.12122	Tge_TRINITY_DN47145_c1_g4::Tge_TRINITY_DN47145_c1_g4_i2::g.6933::m.6933	Tps_TRINITY_DN93552_c0_g1::Tps_TRINITY_DN93552_c0_g1_i2::g.4705::m.4705	Tdi_TRINITY_DN29780_c0_g1::Tdi_TRINITY_DN29780_c0_g1_i1::g.8015::m.8015
HOG_21188	Tbi_TRINITY_DN61237_c0_g1::Tbi_TRINITY_DN61237_c0_g1_i1::g.9949::m.9949	Tte_TRINITY_DN15065_c0_g2::Tte_TRINITY_DN15065_c0_g2_i1::g.10878::m.10878	TCE_06025-RA	TMS_08532-RA	TCM_05088-RA	TSI_05705-RA	Tpa_TRINITY_DN132938_c0_g1::Tpa_TRINITY_DN132938_c0_g1_i1::g.7624::m.7624	TGE_04479-RA	TPS_04565-RA	TDI_05193-RA
HOG_16787	TBI_02436-RA	TTE_03793-RA	TCE_04036-RA	TMS_05106-RA	TCM_02004-RA	TSI_02468-RA	TPA_10816-RA	TGE_06184-RA	TPS_10750-RA	TDI_02630-RA
HOG_16786	TBI_10409-RA	TTE_04129-RA	TCE_07548-RA	TMS_02932-RA	TCM_03778-RA	TSI_04072-RA	TPA_08694-RA	TGE_06080-RA	TPS_03082-RA	TDI_08588-RA
HOG_16781	TBI_11773-RA	TTE_10941-RA	TCE_06924-RA	TMS_05382-RA	TCM_13878-RA	TSI_10402-RA	Tpa_TRINITY_DN131662_c0_g1::Tpa_TRINITY_DN131662_c0_g1_i1::g.7910::m.7910	Tge_TRINITY_DN41096_c1_g2::Tge_TRINITY_DN41096_c1_g2_i4::g.2041::m.2041	TPS_07101-RA	TDI_07678-RA
HOG_17771	TBI_04193-RA	TTE_05815-RA	TCE_08198-RA	TMS_11087-RA	TCM_07139-RA	TSI_04882-RA	TPA_13309-RA	TGE_05280-RA	TPS_05203-RA	TDI_07610-RA
HOG_1850	TBI_00131-RA	TTE_00661-RA	TCE_03907-RA	TMS_06605-RB	TCM_11875-RA	TSI_08747-RA	TPA_15526-RA	TGE_02339-RA	TPS_07061-RA	TDI_01267-RA
HOG_1851	TBI_04918-RA	TTE_01500-RA	TCE_08113-RA	TMS_04494-RA	TCM_03089-RA	TSI_00995-RA	TPA_13507-RA	TGE_02411-RA	TPS_09515-RA	TDI_02152-RA
HOG_1854	TBI_12892-RA	TTE_11663-RA	Tce_TRINITY_DN105862_c2_g3::Tce_TRINITY_DN105862_c2_g3_i2::g.10741::m.10741	Tms_TRINITY_DN41971_c0_g1::Tms_TRINITY_DN41971_c0_g1_i1::g.25895::m.25895	Tcm_TRINITY_DN105764_c0_g1::Tcm_TRINITY_DN105764_c0_g1_i1::g.20606::m.20606	Tsi_TRINITY_DN22003_c0_g1::Tsi_TRINITY_DN22003_c0_g1_i1::g.10385::m.10385	Tpa_TRINITY_DN129768_c0_g1::Tpa_TRINITY_DN129768_c0_g1_i1::g.21846::m.21846	Tge_TRINITY_DN43765_c0_g2::Tge_TRINITY_DN43765_c0_g2_i1::g.22372::m.22372	Tps_TRINITY_DN89266_c0_g1::Tps_TRINITY_DN89266_c0_g1_i1::g.21171::m.21171	Tdi_TRINITY_DN27909_c1_g4::Tdi_TRINITY_DN27909_c1_g4_i3::g.21885::m.21885
HOG_16788	TBI_01429-RA	TTE_06349-RA	TCE_00453-RA	TMS_02656-RA	TCM_03998-RA	TSI_03944-RA	TPA_04038-RA	TGE_01699-RA	TPS_02679-RA	TDI_06655-RA
HOG_4411	TBI_02443-RA	TTE_10490-RA	TCE_10617-RA	TMS_06597-RA	TCM_13675-RA	TSI_10695-RA	TPA_07262-RA	TGE_04840-RA	TPS_14069-RA	TDI_09260-RA
HOG_21186	Tbi_TRINITY_DN62473_c0_g2::Tbi_TRINITY_DN62473_c0_g2_i1::g.16585::m.16585	Tte_TRINITY_DN29354_c0_g3::Tte_TRINITY_DN29354_c0_g3_i1::g.19763::m.19763	Tce_TRINITY_DN102942_c0_g2::Tce_TRINITY_DN102942_c0_g2_i2::g.15728::m.15728	Tms_TRINITY_DN27250_c0_g1::Tms_TRINITY_DN27250_c0_g1_i5::g.17756::m.17756	Tcm_TRINITY_DN96753_c0_g1::Tcm_TRINITY_DN96753_c0_g1_i4::g.15425::m.15425	Tsi_TRINITY_DN23434_c0_g1::Tsi_TRINITY_DN23434_c0_g1_i1::g.16744::m.16744	TPA_15152-RA	Tge_TRINITY_DN47773_c1_g8::Tge_TRINITY_DN47773_c1_g8_i6::g.11584::m.11584	Tps_TRINITY_DN79883_c0_g1::Tps_TRINITY_DN79883_c0_g1_i3::g.18767::m.18767	TDI_00542-RA
HOG_17093	TBI_04292-RA	TTE_02220-RA	TCE_03445-RA	TMS_04392-RB	TCM_05579-RA	TSI_08442-RA	TPA_09853-RA	TGE_02965-RB	TPS_10052-RA	TDI_00782-RA
HOG_2170	Tbi_TRINITY_DN68439_c0_g3::Tbi_TRINITY_DN68439_c0_g3_i7::g.5410::m.5410	Tte_TRINITY_DN27388_c1_g2::Tte_TRINITY_DN27388_c1_g2_i1::g.29831::m.29831	Tce_TRINITY_DN89070_c0_g1::Tce_TRINITY_DN89070_c0_g1_i1::g.20940::m.20940	Tms_TRINITY_DN30826_c1_g8::Tms_TRINITY_DN30826_c1_g8_i1::g.17346::m.17346	TCM_05846-RA	Tsi_TRINITY_DN12350_c0_g1::Tsi_TRINITY_DN12350_c0_g1_i1::g.18774::m.18774	TPA_04353-RA	Tge_TRINITY_DN47742_c2_g1::Tge_TRINITY_DN47742_c2_g1_i1::g.21880::m.21880	TPS_14510-RA	Tdi_TRINITY_DN16408_c0_g1::Tdi_TRINITY_DN16408_c0_g1_i1::g.15330::m.15330
HOG_20857	TBI_07541-RA	TTE_06192-RA	TCE_07446-RA	TMS_05399-RA	TCM_03195-RA	TSI_06025-RA	TPA_11481-RA	TGE_03608-RA	TPS_01139-RA	TDI_01895-RA
HOG_2177	TBI_08160-RA	TTE_04267-RA	TCE_12676-RA	TMS_12526-RA	TCM_09251-RA	TSI_13114-RA	TPA_12182-RA	TGE_11330-RA	TPS_14684-RA	TDI_12600-RA
HOG_17095	Tbi_TRINITY_DN70808_c1_g1::Tbi_TRINITY_DN70808_c1_g1_i2::g.4943::m.4943	TTE_01241-RA	TCE_02766-RA	Tms_TRINITY_DN30974_c0_g1::Tms_TRINITY_DN30974_c0_g1_i2::g.5308::m.5308	TCM_07998-RA	TSI_08907-RA	TPA_05030-RA	TGE_02301-RA	TPS_00490-RA	Tdi_TRINITY_DN16716_c0_g1::Tdi_TRINITY_DN16716_c0_g1_i1::g.16346::m.16346
HOG_916	TBI_06299-RA	TTE_06507-RA	TCE_07458-RA	TMS_07212-RA	TCM_04522-RA	TSI_06107-RA	TPA_12101-RA	TGE_00976-RA	TPS_03417-RA	TDI_07064-RA
HOG_911	TBI_11444-RA	TTE_09555-RA	TCE_08682-RA	TMS_12636-RA	TCM_04774-RA	TSI_03932-RA	TPA_13911-RA	TGE_06111-RA	TPS_02063-RA	TDI_08683-RA
HOG_18991	TBI_05624-RA	TTE_00142-RA	TCE_00610-RA	TMS_02806-RA	TCM_08416-RA	TSI_10754-RA	TPA_11330-RA	TGE_01802-RA	TPS_01464-RA	TDI_05945-RA
HOG_2604	TBI_13284-RA	TTE_08798-RA	TCE_10818-RA	TMS_05539-RA	TCM_14045-RA	TSI_08559-RA	Tpa_TRINITY_DN122836_c1_g1::Tpa_TRINITY_DN122836_c1_g1_i1::g.17960::m.17960	TGE_04505-RA	TPS_14182-RA	TDI_08137-RA
HOG_2605	TBI_04578-RA	Tte_TRINITY_DN33557_c0_g1::Tte_TRINITY_DN33557_c0_g1_i1::g.25465::m.25465	TCE_05129-RA	TMS_03513-RA	TCM_01108-RA	TSI_02261-RA	TPA_01609-RA	TGE_07593-RA	TPS_11895-RA	TDI_04603-RA
HOG_20929	TBI_14016-RA	TTE_06708-RA	TCE_10511-RA	TMS_11940-RA	TCM_14216-RA	TSI_12998-RA	TPA_16254-RA	TGE_10894-RA	TPS_12600-RA	TDI_09732-RA
HOG_14174	TBI_03732-RA	TTE_04340-RA	TCE_04001-RA	Tms_TRINITY_DN64626_c0_g1::Tms_TRINITY_DN64626_c0_g1_i1::g.28767::m.28767	TCM_04254-RA	TSI_03719-RA	TPA_00148-RA	TGE_06732-RA	TPS_03992-RA	TDI_05636-RA
HOG_20920	TBI_04530-RB	TTE_07087-RA	TCE_07232-RA	TMS_07840-RA	TCM_03984-RA	TSI_02583-RA	TPA_05356-RA	TGE_07626-RA	TPS_00464-RA	TDI_01379-RA
HOG_1588	TBI_10383-RA	TTE_07915-RA	Tce_TRINITY_DN61209_c0_g1::Tce_TRINITY_DN61209_c0_g1_i1::g.19439::m.19439	Tms_TRINITY_DN32280_c0_g1::Tms_TRINITY_DN32280_c0_g1_i1::g.22123::m.22123	TCM_01130-RA	Tsi_TRINITY_DN29991_c0_g1::Tsi_TRINITY_DN29991_c0_g1_i1::g.20803::m.20803	TPA_00464-RA	Tge_TRINITY_DN21519_c0_g1::Tge_TRINITY_DN21519_c0_g1_i1::g.22095::m.22095	TPS_01032-RA	Tdi_TRINITY_DN45700_c0_g1::Tdi_TRINITY_DN45700_c0_g1_i1::g.19566::m.19566
HOG_24023	TBI_05398-RA	TTE_04739-RA	TCE_03357-RA	TMS_01508-RA	TCM_08295-RA	TSI_06495-RA	TPA_07154-RA	TGE_02034-RA	TPS_07932-RA	TDI_01975-RA
HOG_24137	TBI_04475-RA	TTE_01401-RA	Tce_TRINITY_DN91731_c0_g2::Tce_TRINITY_DN91731_c0_g2_i1::g.9012::m.9012	TMS_08362-RA	Tcm_TRINITY_DN98780_c1_g1::Tcm_TRINITY_DN98780_c1_g1_i1::g.15575::m.15575	TSI_04305-RA	TPA_04249-RA	TGE_04950-RA	Tps_TRINITY_DN14229_c0_g1::Tps_TRINITY_DN14229_c0_g1_i1::g.12438::m.12438	TDI_11358-RA
HOG_21327	Tbi_TRINITY_DN66246_c0_g1::Tbi_TRINITY_DN66246_c0_g1_i1::g.9942::m.9942	Tte_TRINITY_DN12213_c0_g1::Tte_TRINITY_DN12213_c0_g1_i1::g.10962::m.10962	Tce_TRINITY_DN96138_c0_g1::Tce_TRINITY_DN96138_c0_g1_i1::g.8887::m.8887	Tms_TRINITY_DN23494_c0_g1::Tms_TRINITY_DN23494_c0_g1_i1::g.11371::m.11371	Tcm_TRINITY_DN101900_c0_g1::Tcm_TRINITY_DN101900_c0_g1_i1::g.6646::m.6646	Tsi_TRINITY_DN12785_c0_g1::Tsi_TRINITY_DN12785_c0_g1_i1::g.9466::m.9466	Tpa_TRINITY_DN133281_c2_g1::Tpa_TRINITY_DN133281_c2_g1_i1::g.5654::m.5654	Tge_TRINITY_DN22004_c0_g1::Tge_TRINITY_DN22004_c0_g1_i1::g.9694::m.9694	Tps_TRINITY_DN85969_c0_g1::Tps_TRINITY_DN85969_c0_g1_i1::g.6400::m.6400	Tdi_TRINITY_DN6287_c0_g2::Tdi_TRINITY_DN6287_c0_g2_i1::g.7720::m.7720
HOG_3262	Tbi_TRINITY_DN95690_c0_g1::Tbi_TRINITY_DN95690_c0_g1_i1::g.22003::m.22003	Tte_TRINITY_DN19387_c0_g1::Tte_TRINITY_DN19387_c0_g1_i1::g.24994::m.24994	Tce_TRINITY_DN77361_c0_g1::Tce_TRINITY_DN77361_c0_g1_i1::g.21302::m.21302	Tms_TRINITY_DN67138_c0_g1::Tms_TRINITY_DN67138_c0_g1_i1::g.24597::m.24597	Tcm_TRINITY_DN59833_c0_g1::Tcm_TRINITY_DN59833_c0_g1_i1::g.19603::m.19603	Tsi_TRINITY_DN19201_c0_g1::Tsi_TRINITY_DN19201_c0_g1_i1::g.24051::m.24051	Tpa_TRINITY_DN89925_c1_g3::Tpa_TRINITY_DN89925_c1_g3_i1::g.19335::m.19335	Tge_TRINITY_DN81450_c0_g1::Tge_TRINITY_DN81450_c0_g1_i1::g.22762::m.22762	Tps_TRINITY_DN78413_c0_g1::Tps_TRINITY_DN78413_c0_g1_i1::g.19558::m.19558	Tdi_TRINITY_DN52595_c0_g1::Tdi_TRINITY_DN52595_c0_g1_i1::g.21013::m.21013
HOG_24133	TBI_01247-RA	TTE_01035-RA	TCE_00624-RA	TMS_00184-RA	TCM_00822-RA	TSI_00410-RA	TPA_01268-RA	TGE_00063-RA	TPS_01480-RA	TDI_00490-RA
HOG_3264	TBI_02829-RA	TTE_12598-RA	TCE_03781-RA	TMS_05842-RA	TCM_02479-RA	TSI_03672-RA	TPA_16477-RA	TGE_04455-RA	TPS_02093-RA	TDI_03192-RA
HOG_246	Tbi_TRINITY_DN59936_c0_g1::Tbi_TRINITY_DN59936_c0_g1_i1::g.15360::m.15360	TTE_00800-RA	TCE_06529-RA	Tms_TRINITY_DN21892_c0_g1::Tms_TRINITY_DN21892_c0_g1_i1::g.9839::m.9839	TCM_10982-RA	TSI_04387-RA	TPA_06972-RA	TGE_01082-RA	TPS_13164-RA	Tdi_TRINITY_DN24934_c0_g1::Tdi_TRINITY_DN24934_c0_g1_i1::g.10987::m.10987
HOG_21450	TBI_00481-RA	TTE_00100-RA	TCE_00202-RA	TMS_00704-RA	TCM_11198-RA	TSI_00098-RA	TPA_01989-RA	TGE_11060-RA	TPS_06745-RA	TDI_07696-RA
HOG_20104	Tbi_TRINITY_DN71343_c0_g1::Tbi_TRINITY_DN71343_c0_g1_i1::g.7447::m.7447	Tte_TRINITY_DN24480_c0_g1::Tte_TRINITY_DN24480_c0_g1_i1::g.4835::m.4835	Tce_TRINITY_DN100095_c0_g1::Tce_TRINITY_DN100095_c0_g1_i1::g.8073::m.8073	TMS_12473-RA	Tcm_TRINITY_DN107336_c0_g2::Tcm_TRINITY_DN107336_c0_g2_i1::g.4217::m.4217	Tsi_TRINITY_DN24239_c0_g1::Tsi_TRINITY_DN24239_c0_g1_i1::g.3718::m.3718	Tpa_TRINITY_DN142512_c0_g3::Tpa_TRINITY_DN142512_c0_g3_i1::g.14837::m.14837	Tge_TRINITY_DN47125_c0_g1::Tge_TRINITY_DN47125_c0_g1_i2::g.3791::m.3791	Tps_TRINITY_DN94067_c0_g7::Tps_TRINITY_DN94067_c0_g7_i1::g.4656::m.4656	Tdi_TRINITY_DN29483_c0_g1::Tdi_TRINITY_DN29483_c0_g1_i1::g.3316::m.3316
HOG_20105	TBI_07783-RA	TTE_11005-RA	TCE_12034-RA	TMS_07560-RA	Tcm_TRINITY_DN105834_c5_g1::Tcm_TRINITY_DN105834_c5_g1_i1::g.9634::m.9634	TSI_01134-RA	Tpa_TRINITY_DN135729_c5_g2::Tpa_TRINITY_DN135729_c5_g2_i1::g.12415::m.12415	TGE_10462-RA	Tps_TRINITY_DN87707_c0_g1::Tps_TRINITY_DN87707_c0_g1_i1::g.13212::m.13212	TDI_03569-RA
HOG_21328	TBI_08855-RA	TTE_08476-RA	TCE_03035-RA	TMS_05535-RA	TCM_07365-RA	TSI_06256-RA	TPA_07520-RA	TGE_08369-RA	TPS_09432-RA	TDI_10500-RA
HOG_20100	TBI_07414-RA	TTE_07703-RA	TCE_00815-RA	TMS_01554-RA	TCM_03318-RA	TSI_00678-RA	TPA_01678-RA	TGE_06087-RA	TPS_00328-RA	TDI_04697-RB
HOG_24138	TBI_06594-RA	TTE_06012-RA	TCE_02572-RA	TMS_05532-RA	TCM_09604-RA	TSI_09877-RA	TPA_03072-RA	TGE_07707-RA	TPS_08566-RA	TDI_05572-RA
HOG_22980	Tbi_TRINITY_DN69177_c2_g1::Tbi_TRINITY_DN69177_c2_g1_i3::g.16429::m.16429	Tte_TRINITY_DN26066_c0_g2::Tte_TRINITY_DN26066_c0_g2_i1::g.19833::m.19833	Tce_TRINITY_DN95389_c0_g2::Tce_TRINITY_DN95389_c0_g2_i4::g.18255::m.18255	Tms_TRINITY_DN22200_c0_g1::Tms_TRINITY_DN22200_c0_g1_i1::g.19625::m.19625	Tcm_TRINITY_DN99472_c0_g1::Tcm_TRINITY_DN99472_c0_g1_i1::g.15354::m.15354	TSI_07392-RA	TPA_03090-RA	Tge_TRINITY_DN28897_c0_g1::Tge_TRINITY_DN28897_c0_g1_i1::g.19260::m.19260	Tps_TRINITY_DN92651_c0_g2::Tps_TRINITY_DN92651_c0_g2_i1::g.18195::m.18195	TDI_06750-RA
HOG_22981	Tbi_TRINITY_DN67216_c0_g1::Tbi_TRINITY_DN67216_c0_g1_i1::g.12277::m.12277	TTE_09566-RA	Tce_TRINITY_DN98480_c0_g1::Tce_TRINITY_DN98480_c0_g1_i2::g.10330::m.10330	TMS_08798-RA	TCM_05727-RA	TSI_07448-RA	TPA_03673-RA	TGE_07306-RA	TPS_05379-RA	TDI_06555-RA
HOG_22982	TBI_10250-RA	TTE_09711-RA	TCE_11548-RA	TMS_09464-RA	TCM_09693-RA	TSI_10251-RA	TPA_02644-RB	TGE_10666-RA	TPS_09868-RA	TDI_09666-RA
HOG_22983	TBI_04760-RA	TTE_04510-RA	TCE_08437-RA	TMS_02910-RA	TCM_04004-RA	TSI_05970-RA	TPA_08327-RA	TGE_03800-RB	TPS_00220-RA	TDI_01990-RA
HOG_21691	TBI_02584-RA	TTE_10386-RA	TCE_04628-RA	TMS_10648-RA	TCM_09405-RA	TSI_10934-RA	TPA_15018-RA	TGE_02715-RA	TPS_09011-RA	TDI_09970-RA
HOG_20333	TBI_01610-RA	TTE_07016-RA	TCE_01661-RA	TMS_01891-RA	TCM_00648-RA	TSI_00572-RA	Tpa_TRINITY_DN135346_c0_g1::Tpa_TRINITY_DN135346_c0_g1_i2::g.14387::m.14387	TGE_01294-RA	TPS_05112-RA	TDI_05780-RA
HOG_21693	TBI_05920-RA	TTE_01371-RA	TCE_01030-RA	TMS_03944-RA	TCM_05785-RA	Tsi_TRINITY_DN30176_c0_g1::Tsi_TRINITY_DN30176_c0_g1_i3::g.20153::m.20153	TPA_06500-RA	TGE_03805-RA	TPS_10075-RA	Tdi_TRINITY_DN27747_c0_g1::Tdi_TRINITY_DN27747_c0_g1_i2::g.19204::m.19204
HOG_22987	TBI_07588-RA	TTE_04236-RA	TCE_03237-RA	TMS_09072-RA	TCM_07263-RA	TSI_06332-RA	TPA_06673-RA	TGE_07197-RA	TPS_05726-RA	TDI_07203-RA
HOG_375	Tbi_TRINITY_DN68553_c3_g1::Tbi_TRINITY_DN68553_c3_g1_i1::g.19521::m.19521	Tte_TRINITY_DN29839_c4_g6::Tte_TRINITY_DN29839_c4_g6_i1::g.22384::m.22384	Tce_TRINITY_DN106594_c6_g1::Tce_TRINITY_DN106594_c6_g1_i1::g.16622::m.16622	Tms_TRINITY_DN9838_c0_g1::Tms_TRINITY_DN9838_c0_g1_i1::g.18079::m.18079	Tcm_TRINITY_DN97208_c0_g2::Tcm_TRINITY_DN97208_c0_g2_i1::g.15583::m.15583	Tsi_TRINITY_DN7092_c0_g1::Tsi_TRINITY_DN7092_c0_g1_i1::g.17407::m.17407	TPA_00272-RA	Tge_TRINITY_DN46770_c6_g1::Tge_TRINITY_DN46770_c6_g1_i3::g.18438::m.18438	TPS_06756-RA	TDI_04013-RA
HOG_19611	TBI_01904-RA	TTE_08515-RA	TCE_00455-RA	TMS_02658-RA	TCM_07765-RA	TSI_09974-RA	TPA_02646-RA	TGE_04837-RA	TPS_06447-RA	TDI_09182-RA
HOG_374	TBI_12303-RA	TTE_12098-RA	TCE_12868-RA	TMS_12256-RA	TCM_14487-RA	TSI_13949-RA	TPA_12175-RA	TGE_08761-RA	TPS_15548-RA	TDI_10408-RA
HOG_20582	TBI_01145-RA	TTE_00793-RB	TCE_00577-RA	TMS_02203-RA	TCM_04437-RA	TSI_00528-RA	TPA_08891-RA	Tge_TRINITY_DN47591_c8_g5::Tge_TRINITY_DN47591_c8_g5_i1::g.11461::m.11461	TPS_00470-RA	TDI_00816-RB
HOG_20583	TBI_02898-RA	TTE_06585-RA	TCE_05079-RA	TMS_06629-RA	TCM_07484-RA	TSI_06073-RA	TPA_05755-RA	TGE_08882-RA	TPS_10577-RA	TDI_09958-RA
HOG_21840	TBI_08622-RA	TTE_08727-RA	TCE_03343-RA	TMS_07455-RA	TCM_03389-RA	TSI_01661-RA	TPA_03129-RA	TGE_06396-RA	TPS_04975-RA	TDI_05953-RA
HOG_24352	Tbi_TRINITY_DN23387_c0_g1::Tbi_TRINITY_DN23387_c0_g1_i1::g.17834::m.17834	TTE_12751-RA	TCE_09881-RA	TMS_12805-RA	TCM_14405-RA	TSI_13924-RA	TPA_16216-RA	TGE_11409-RA	TPS_15364-RA	TDI_13786-RA
HOG_22849	TBI_09137-RA	TTE_05052-RA	TCE_04077-RA	TMS_03842-RA	Tcm_TRINITY_DN98878_c1_g1::Tcm_TRINITY_DN98878_c1_g1_i3::g.13876::m.13876	Tsi_TRINITY_DN27865_c0_g1::Tsi_TRINITY_DN27865_c0_g1_i1::g.15409::m.15409	TPA_15779-RA	TGE_07302-RA	Tps_TRINITY_DN90670_c2_g1::Tps_TRINITY_DN90670_c2_g1_i3::g.14885::m.14885	TDI_06854-RA
HOG_21716	TBI_04533-RA	TTE_10424-RA	TCE_07939-RA	TMS_01937-RA	TCM_09519-RA	TSI_05187-RA	TPA_02351-RA	TGE_01418-RA	TPS_03285-RA	TDI_08202-RA
HOG_14228	TBI_06232-RA	TTE_09136-RA	TCE_05616-RA	TMS_07641-RA	TCM_07727-RA	TSI_07274-RA	TPA_14800-RA	TGE_05040-RA	TPS_08005-RA	TDI_10570-RA
